frame_start	frame_end	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	ctx-lh-bankssts	ctx-lh-caudalanteriorcingulate	ctx-lh-caudalmiddlefrontal	ctx-lh-cuneus	ctx-lh-entorhinal	ctx-lh-fusiform	ctx-lh-inferiorparietal	ctx-lh-inferiortemporal	ctx-lh-isthmuscingulate	ctx-lh-lateraloccipital	ctx-lh-lateralorbitofrontal	ctx-lh-lingual	ctx-lh-medialorbitofrontal	ctx-lh-middletemporal	ctx-lh-parahippocampal	ctx-lh-paracentral	ctx-lh-parsopercularis	ctx-lh-parsorbitalis	ctx-lh-parstriangularis	ctx-lh-pericalcarine	ctx-lh-postcentral	ctx-lh-posteriorcingulate	ctx-lh-precentral	ctx-lh-precuneus	ctx-lh-rostralanteriorcingulate	ctx-lh-rostralmiddlefrontal	ctx-lh-superiorfrontal	ctx-lh-superiorparietal	ctx-lh-superiortemporal	ctx-lh-supramarginal	ctx-lh-frontalpole	ctx-lh-temporalpole	ctx-lh-transversetemporal	ctx-lh-insula	ctx-rh-bankssts	ctx-rh-caudalanteriorcingulate	ctx-rh-caudalmiddlefrontal	ctx-rh-cuneus	ctx-rh-entorhinal	ctx-rh-fusiform	ctx-rh-inferiorparietal	ctx-rh-inferiortemporal	ctx-rh-isthmuscingulate	ctx-rh-lateraloccipital	ctx-rh-lateralorbitofrontal	ctx-rh-lingual	ctx-rh-medialorbitofrontal	ctx-rh-middletemporal	ctx-rh-parahippocampal	ctx-rh-paracentral	ctx-rh-parsopercularis	ctx-rh-parsorbitalis	ctx-rh-parstriangularis	ctx-rh-pericalcarine	ctx-rh-postcentral	ctx-rh-posteriorcingulate	ctx-rh-precentral	ctx-rh-precuneus	ctx-rh-rostralanteriorcingulate	ctx-rh-rostralmiddlefrontal	ctx-rh-superiorfrontal	ctx-rh-superiorparietal	ctx-rh-superiortemporal	ctx-rh-supramarginal	ctx-rh-frontalpole	ctx-rh-temporalpole	ctx-rh-transversetemporal	ctx-rh-insula	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter
480	600	9679.16823	13770.99931	16861.61467	18180.13406	19472.38951	16916.09439	20799.74263	18456.83178	16466.50746	11189.50949	15583.4808	15378.59032	16119.80346	14409.96792	18702.1996	16279.04174	15154.54446	10905.59707	8729.61341	11545.14756	16401.08283	18410.14147	20311.25735	15890.24491	20904.90879	19357.01505	14646.61727	15856.86108	19066.11148	16804.71307	18076.11605	11326.93326	7256.46465	10020.2216	9621.77338	9029.13682	9537.07389	9648.04109	17624.46995	16145.66233	17566.25993	17399.74754	13791.11303	17015.97379	16200.01548	16271.82298	16973.01786	15438.94979	17159.27842	17913.42902	16983.37221	16487.43516	15615.72425	16448.04318	16991.85351	16173.74676	16635.33667	17473.96434	16180.39553	17348.80359	16700.68288	18124.09034	16978.43616	18027.36533	17096.74462	16252.16962	16916.51428	16561.96303	17680.8251	16552.33521	18743.19599	17450.13934	17989.68297	16961.99067	16491.54886	17126.3468	13471.27867	17221.75663	16958.84932	16890.42301	16683.63204	16457.65172	16413.33418	17311.95638	17451.24668	17113.51759	15051.95248	16285.81201	17863.59635	17483.30618	16844.74821	17910.36803	16541.70697	17867.37645	16823.7902	17453.12857	17107.22775	17984.13871	16678.49896	15604.94989	16889.63925	16686.86153	17581.7373	15375.49475	18561.52701	16471.09035	14672.48956	11379.45369	14490.42693	16215.84567	15529.99228	15085.55568	14476.4556	15686.03079	12914.9126	14682.59087	15544.85933	15987.52015	14844.95572	15769.37228	15823.33999	13351.53218	14922.02449	17441.96475	15406.663	13931.96862	15850.58794	12067.15686	14521.23237	14151.23793	12407.71366	14981.16567	14389.98645	14834.28755	14209.4348	14871.32643	17257.05672	17570.15969	17519.44619	15430.14066	14472.14407	12506.69228	13438.74727	17074.88394	16299.50033	14871.96624	15067.8721	15912.01259	13080.48058	15335.8602	14464.6769	15152.67876	14732.30837	14658.20262	14936.68397	14080.80454	14487.24566	16680.40384	14595.20846	15139.67339	15086.25448	13609.28183	14190.77471	14629.0107	13450.24985	15029.20402	14897.41735	14518.97791	15170.63956	14042.21715	17886.93479	15864.45578	17603.16791	14871.97557	11156.94632	11027.29251
600	900	8950.96245	11864.18392	15149.9191	14948.0684	17133.65425	14563.60866	17584.08578	16876.79317	14370.47641	9425.33125	14054.87012	13384.49336	14345.40134	12273.65376	16131.16301	14333.62968	13904.70683	9704.35605	7892.53574	9956.3252	14875.59804	15014.84147	17529.06926	13131.13468	17095.05346	16316.10756	12850.10039	14233.23344	15694.53663	14638.60489	15615.38127	10093.26196	6280.26336	9776.37333	9348.15424	8333.00283	9012.7307	9503.37866	14255.11022	13427.82029	14586.95218	14163.08061	12135.61322	14057.01887	13598.92735	13414.85027	13765.40132	12554.28767	13517.9845	14605.28827	14122.84172	13658.2311	13303.38599	13756.19562	14033.23897	13336.76527	13780.25815	14039.43893	13393.81991	14162.82269	14015.59423	14614.84897	14494.4954	15020.95425	14035.34355	13499.79909	14008.41565	13691.70297	14018.90307	13743.44799	15199.72559	14619.37446	14177.54881	13754.35726	13933.6684	13977.1583	11377.84297	14213.8649	13936.99009	13666.89315	13597.5206	13569.34106	13478.0698	14055.05835	14167.37554	13991.41476	12557.03422	13503.26482	14230.06758	13637.29711	13805.09725	14466.13147	13367.64738	14776.60876	13779.06366	14157.08108	14102.11545	14617.59528	13731.49773	13044.30918	13742.38474	13697.41797	13777.0758	13130.91822	14218.9121	14223.19405	12731.73068	10787.06737	12952.41518	13657.70425	14737.76025	13424.5161	12730.06194	13926.19264	11612.34436	12465.07675	13660.9085	13538.54037	13305.24097	14000.65899	14126.63336	11934.01471	13437.76852	14593.17959	13486.13812	12177.08652	13420.82313	11040.1102	12822.19678	12388.32914	11931.06721	13318.35292	12850.62994	12839.07976	12640.18924	13046.35095	14450.09823	15404.79184	14729.67612	13854.794	12576.26705	10976.95581	12094.64847	13926.90494	14034.76656	13158.07582	13187.3438	13824.79939	11900.19542	13293.78278	13050.10702	12948.84321	13121.26378	12926.0875	13179.06501	12371.00288	12713.25515	14520.51829	13359.74353	12695.69161	12848.33486	11972.15729	12503.18998	12587.03358	11518.16967	13154.60287	13059.06474	12484.20699	13041.56749	12499.54411	14429.51634	13722.30017	13710.86715	13486.2592	10776.57428	10583.70351
900	1200	8069.40938	11145.66458	13731.9301	12291.60208	15010.07282	11911.7134	14359.35499	15214.94881	12082.24051	8450.39167	12613.0762	11862.17339	12655.85864	10435.07673	13127.72026	12767.92265	12815.23391	9824.49748	7399.07644	8997.03332	13473.07295	12331.57778	14763.9081	11145.82561	14099.66357	14518.00131	11059.73794	11965.47053	12948.29438	12976.87996	13073.34953	9650.8123	5256.61396	9530.5303	8418.53347	7971.51119	8146.93443	9262.43079	12158.62665	11617.78319	12083.56568	11815.6818	10172.22191	11809.96456	11368.689	11228.17404	11543.59287	10649.11661	10952.82935	12040.39407	11766.70647	11611.01474	11194.44285	11607.87448	11678.03126	10995.35672	11640.66661	11426.54014	11149.42879	12042.07027	11868.17808	12233.19815	12065.62868	12571.03239	11760.63804	11281.96746	11918.70819	11424.59798	11198.94501	11876.93685	12657.60705	12193.28787	12084.49724	11669.24013	11591.38337	11691.18895	9727.46495	11964.03235	11608.03168	11202.1583	11222.723	11369.87514	10904.99208	11680.36	11592.61845	11431.21457	10901.12137	11044.10915	11590.28517	11117.794	11584.97378	11998.9291	11021.14307	12256.67866	11487.17055	11736.52653	11879.23422	12152.1507	11351.84502	10939.25778	11377.02961	11243.41913	11250.00671	11157.60909	12144.1316	11986.79378	11732.29872	10357.09757	11633.34296	11875.3285	13075.81254	11946.1208	11421.05728	12378.36279	10537.07164	11002.70372	12081.0615	11740.83078	11852.38277	12145.86449	12087.59477	11007.23195	12097.1541	12252.60044	12024.70807	10826.29964	11638.03494	10460.59281	11702.0149	11281.19047	10989.64768	11994.06007	11501.67535	11382.33139	11561.94636	11653.64626	12671.39084	13260.55646	13087.00781	12653.74365	11257.45366	10295.11324	11292.4349	12089.00034	11997.82126	11975.65214	11550.30026	12078.41304	10843.05476	11687.36745	11693.41257	11359.29598	11773.42496	11578.91164	11632.28622	10971.97633	11391.62397	12570.6269	12000.96593	11314.95553	11217.32128	10883.30203	11296.75846	11214.12568	10870.89584	11921.83704	11595.62162	11067.32757	11664.11728	11218.07553	12579.31898	12727.97672	12411.29992	12231.08748	10548.7757	10227.04772
1200	1500	7431.88921	9883.47986	12124.63295	10296.81195	12756.58626	10718.94067	12227.32949	12888.74613	10692.48775	7486.56673	11293.63366	10298.67807	10623.75863	8855.69374	10850.48872	11434.63157	11947.78634	9291.9251	6937.38084	7718.00267	12148.94882	10282.21586	12547.0844	9590.42269	11752.43162	13188.08859	9825.28794	10549.10711	10971.56729	11489.53913	13072.27938	8769.118	4772.6208	9649.48342	8102.30703	7989.39105	7576.54229	9216.90178	10200.88802	10570.4999	10501.15606	10070.28231	9209.46202	9989.83543	9850.77277	9596.47789	9998.55465	9241.49939	9382.72885	10207.34339	9879.70356	9838.1985	9568.42864	9688.53347	9907.78227	9736.22757	9954.73281	9934.78529	9549.11343	10391.57095	10096.23814	10464.68729	10450.1356	10798.11985	10239.12663	9610.06518	10221.15101	9684.55959	9049.05495	10438.52517	10684.98028	10625.24677	9979.29514	9958.57209	9929.71737	9901.16231	8286.86873	10082.92266	9882.85233	9590.8343	9885.28379	9822.57583	9363.05782	9853.84293	9828.37356	9591.46704	9338.38062	9366.46501	9882.85506	9135.30038	9864.64443	10304.30026	9477.44003	10173.72182	9863.86953	9896.53788	9846.58798	10319.53858	9560.13839	9354.45645	9701.13203	9662.40828	9078.60283	9524.59853	10005.2501	10450.82248	10692.42467	10059.25546	10829.80965	10700.87132	11452.85624	10659.67606	10310.3663	10925.69202	9832.48059	9938.31841	10761.32846	10368.05837	10567.53323	10855.27252	10650.08077	9923.27664	10717.10213	10579.50342	10901.24489	10001.31808	10098.49821	9778.07957	10502.76938	10446.65907	10617.2547	11092.32171	10680.75985	10197.04013	10710.52531	10682.82953	10788.56237	11771.50605	11456.13802	11458.04194	10362.36832	9636.34765	10501.66211	10642.03904	10192.18506	10379.33583	10540.24003	10852.91012	9964.11329	10643.51274	10682.13242	9944.75325	10519.6176	10513.48513	10244.39365	10004.45648	10911.83557	10753.06028	11176.67566	10358.32954	10054.42452	10158.08845	10464.18371	10097.28542	10049.30341	10976.98216	10464.9228	10031.08388	10424.42248	10668.62255	10675.52925	11199.27289	10365.03045	11178.33676	10184.91856	9929.72772
1500	1800	6602.4941	8165.40687	11251.9107	8684.26317	10832.3679	8994.61687	10227.027	11600.78372	9164.57231	6428.60273	10055.16857	9043.86943	8982.71893	7672.73164	9390.21592	10009.8086	10606.93914	7866.77094	6367.30558	6966.60821	10884.03983	8653.51577	10537.36443	8344.16173	9965.82202	11595.85769	8412.10123	8734.66439	8833.18133	9884.59902	10610.09155	8067.64927	4541.27123	8873.51802	7678.77683	7099.41653	7369.77685	8773.55303	8930.71726	9321.01959	9164.85017	8719.20439	8052.71889	8375.72631	8538.70428	8285.60415	8646.88572	8016.84183	7893.97109	8666.81198	8580.21388	8577.85135	8038.08247	8731.23364	8681.94745	8384.02461	8516.53967	8656.0352	8182.61483	9019.89189	8856.34964	8863.88436	8780.96165	9233.10158	8726.28197	8466.0488	9085.95168	8395.52922	7992.91848	8950.453	9550.45933	9001.1409	8992.55421	8719.31628	8701.90526	8339.3989	7630.6507	8688.77151	8529.59611	8068.83587	8211.916	8488.65487	8107.2684	8486.06044	8348.04289	8280.97575	8120.84076	7889.60431	8519.63511	8085.88088	8366.87174	8715.47095	8141.0657	8928.91953	8547.40149	8446.73399	8306.94761	8849.15531	8258.64901	8226.32113	8391.54499	8157.74471	7993.71434	8224.81014	8845.50023	8682.28644	9982.85976	9375.99066	9948.42084	9360.73668	9523.93133	9450.36932	9363.6638	9691.66312	9362.38558	8896.22197	9503.14241	9306.57774	9559.95408	9622.28631	9541.74248	9395.50164	9831.37934	9068.32001	9914.59792	9144.46555	8961.36762	8976.24405	9759.08032	9461.66851	9729.79275	10044.32972	9769.14323	9184.62699	9961.5963	9628.12132	9701.52783	9576.21553	10450.82699	10112.94309	9808.61765	9076.09037	9687.03504	8951.99379	9576.29721	9756.64543	9486.43774	9502.00659	8973.28697	9534.04574	9658.20761	8894.46611	9451.78353	9535.07533	9186.19239	9071.42376	9646.92752	9402.07792	9949.28178	9064.39076	9072.39738	9199.42198	9539.92917	9170.72314	9567.45976	9973.93261	9459.96715	9105.46411	9518.60474	9429.7803	9991.97069	10089.24491	9521.43675	9881.7971	9647.37326	9516.12153
1800	2100	6325.82938	8203.28512	10124.63521	7662.93777	9582.0972	7712.20611	9182.04892	10941.50792	7870.91347	5610.3516	9019.89195	8328.91052	8332.45025	6468.38825	8166.73953	9406.74957	9325.85778	7224.76879	6079.90499	6256.14935	9861.72167	7553.69881	9082.63349	7205.41287	9033.84879	10489.69014	7587.90094	7786.29099	8190.28847	9709.72638	9954.87215	6736.24984	5063.20895	9234.27624	7857.94504	7452.78865	8022.87246	8812.30615	7931.23555	8499.65813	8302.41205	7875.68895	7715.24931	7828.33425	7517.84608	7712.21701	8010.87394	7268.53329	7672.46355	7795.27331	7880.93728	7709.05166	7598.46113	8500.1955	7759.82113	7832.00982	7830.63705	7950.59392	7404.33643	8587.5771	7993.94572	8325.73318	7874.15468	8394.49796	7834.3219	7403.44698	7860.03502	7458.1598	7608.67365	8491.00948	8084.50786	7961.6075	8206.37194	7464.28116	7668.95857	7489.96841	7033.19452	8045.74519	7565.7459	7453.04797	7557.33681	7637.93905	7853.75208	7778.20676	7599.36602	7382.5597	7436.31129	7199.08357	7711.8559	7698.13107	7742.61271	7617.44618	7254.16227	8020.09177	7736.52732	7547.02755	7469.70512	7907.96271	7306.60667	7340.12486	7496.68957	7437.73655	7070.38428	7195.59104	7396.04811	7981.28327	9185.28145	9188.4039	9373.65551	8691.35459	9512.91106	8935.11348	8669.26399	9079.45806	8845.02967	8344.28751	9203.45707	8560.55776	8980.46032	9040.43431	9105.10576	9139.89362	9415.08003	8913.84437	9510.04665	8867.78198	8409.40621	9032.09696	9275.59116	9144.90736	9166.54404	9548.49064	9239.24641	8565.83882	9296.58532	9088.33371	9168.28192	9549.92496	8801.43397	9484.87691	8917.84845	8673.43925	9110.44444	8257.99737	8751.61442	8932.65484	8885.87333	8753.61587	8694.81792	8920.84959	9166.13571	8253.30161	8710.52524	8836.82149	8202.11968	8636.76405	9145.14506	9325.19947	9353.55923	8500.84202	8418.86984	8734.20247	9090.30894	8554.1177	8816.44207	9312.81449	9016.85731	8446.29419	8901.84855	9194.27431	8453.63945	9086.3895	8307.03045	9396.97562	9363.86827	9287.85366
2100	2400	5851.5227	6995.28527	9305.5187	6716.5719	8504.29911	6988.04574	8375.62916	9308.92967	6935.79471	5248.55861	8201.45347	7044.71552	7395.60654	5696.39773	7031.10386	8674.99102	8618.77148	7328.17548	5735.88139	6194.84925	9062.51246	6662.44164	7945.16971	6770.00167	7846.17443	9532.31442	7084.01331	7017.88331	7607.49329	8699.13569	7932.77637	6715.82961	4468.06324	8459.44472	7005.02211	6909.51953	6814.44483	8074.88758	7099.97772	7833.95974	7598.42195	7272.33664	6876.82217	7047.26397	6880.32868	6935.08616	7568.19139	6651.16837	7040.63552	7163.4922	7094.66985	6944.4181	6954.26297	7351.81338	7119.99056	7088.08883	7312.91289	6875.33986	6849.72475	7283.53028	7294.52098	7476.13866	6974.45699	7565.87527	7065.49364	6856.77737	7066.18308	6908.10825	6334.36961	7163.52699	7313.7752	7255.72224	7358.92922	6891.13525	6619.52281	6669.77026	6605.46537	7130.52352	6840.76459	6753.47082	6897.36918	6851.48099	7058.30582	6760.29574	6830.47128	6567.99382	6639.10611	6678.01407	7064.33716	6772.52969	6808.98298	7150.61366	6678.02597	7168.68036	7065.65794	6817.32621	6587.35748	6961.8038	6573.26704	6689.58175	6448.72522	6651.76994	6706.64304	6263.37467	6688.77242	7195.86833	8466.62797	9005.10049	8681.91169	8192.2943	7910.26058	8260.03683	8022.02194	8384.78029	8512.77459	7672.71831	8681.52637	7836.42812	8352.99989	8407.00604	7638.30391	8577.70762	8866.89882	8084.34511	8688.04544	7947.74332	8007.52961	8662.79896	8627.05703	8511.21272	8472.28358	8869.28561	8620.80591	8118.91628	8554.76467	8675.31632	8396.95493	7671.84433	8040.77957	8669.37335	8464.32806	7973.97933	8493.06093	7710.68498	7702.36611	8174.4745	8221.06317	8016.25499	8141.11485	8132.3566	8588.847	7540.03207	8093.54756	8189.04959	7580.36988	8127.6039	8951.64157	8388.03329	8714.34295	8030.85419	7870.43289	8504.08128	8590.51638	7972.81021	7848.12571	8673.4838	8286.05707	7789.01122	7998.21377	8375.14839	8136.81313	7753.12579	7604.1669	8514.90028	8988.02588	8755.45778
2400	2700	5676.06013	6364.20311	8584.14192	6104.94127	7896.15749	6446.87322	7386.15926	8434.39298	6082.40134	4788.00115	7442.70347	6884.27846	6478.4371	5318.86574	6315.4633	7790.333	8734.32052	7120.48906	5218.40741	5171.08193	8270.48503	5922.53765	7444.81871	6364.31445	6966.22842	8148.18713	6578.90391	6473.68687	6597.56481	7935.86501	7378.24825	6528.43613	3908.08152	8569.57033	6951.7836	6565.31611	6584.02151	8550.23119	6802.74113	6794.40614	6980.87485	6528.50674	6536.14498	6346.90664	6400.8973	6368.06167	6700.52665	6254.79902	6196.04155	6326.59327	6580.74993	6362.57799	6312.31877	6678.06213	6553.5489	6502.81973	6490.38611	6459.65234	6217.93409	6532.74942	6725.13182	6619.13616	6496.88317	6866.27572	6429.56383	6395.51347	6486.31698	6133.91043	5568.90548	7084.52779	6529.21977	6529.23464	6516.2339	6305.14443	6331.86756	6530.81435	5800.86489	6389.26495	6256.9752	5904.63752	6394.86492	6491.29481	6088.23904	6335.38783	6168.19478	6106.68091	6039.2412	6061.14236	6113.41995	5984.54639	6293.34082	6337.42758	5985.97162	6483.04606	6333.0466	6336.63847	5842.29374	6432.18233	6041.2945	6228.84783	5965.59518	6018.34792	5702.41721	5775.74478	5983.37038	6362.24377	8018.32809	8562.62931	8279.5626	7629.93703	7594.51192	7833.20833	7536.00615	7777.05576	8055.91367	7283.279	8000.70699	7100.77619	7898.93783	7808.71087	7553.54311	8255.7657	8206.98009	7448.72434	8154.53307	7584.45679	7148.9025	7992.58234	8208.49893	7856.88438	7905.9817	8255.64708	8101.18807	7531.41787	8094.35626	7891.59414	7380.68469	7584.83654	7387.91328	8000.0298	7797.50943	7521.65456	7965.41496	7381.50099	7046.96614	7404.87763	7730.02015	7308.43899	7815.29161	7795.56214	7850.51351	7163.82176	7582.95718	7746.68109	7032.03852	7738.52761	7934.96267	7410.90494	8241.24492	7282.75033	7150.06881	7872.89123	8012.84074	7471.74375	7472.61898	8192.08689	7796.85644	7358.99021	7597.54731	7787.31012	7774.3839	7550.82568	6609.05411	7951.00549	8505.75972	8422.18907
2700	3000	5242.08943	6424.61957	7718.18575	5489.77505	7197.08667	5826.06785	6460.54604	7680.32582	5308.96322	4321.31776	6896.29861	6190.19232	6074.74379	4783.8023	5466.68289	7086.55405	6843.13417	6850.58708	5001.98765	4755.31338	7685.27902	5439.55009	6337.70515	5755.28902	6274.8125	7639.94501	6049.78522	5178.95101	5937.02217	6977.08282	5806.1556	6428.08422	4227.27678	7839.7104	6052.82577	5949.72622	5851.18815	7613.20857	5975.02063	6332.99801	6377.17975	6066.71606	5841.0318	6234.06449	6035.27632	6022.27897	6135.81814	5721.7674	5867.08199	5995.34643	5943.06208	5794.35686	5646.39395	6000.80176	6218.78005	6060.20297	6351.50369	6238.05665	5863.72405	6107.01223	6178.8861	6115.91201	5967.77082	6579.67873	5934.09875	5884.08768	5906.61654	5982.44238	5132.93789	6566.11637	6071.52188	6059.28707	5812.55461	5962.36153	5685.96512	5843.87976	5372.22145	5917.95083	5782.95985	5453.24729	5904.94742	5920.84334	5719.51588	5761.78701	5668.03738	5438.98882	5798.66504	5831.43391	5751.76253	5639.49467	5801.9271	6009.74302	5666.23555	6179.79489	5851.94243	5793.70015	5727.12786	5833.29828	5540.19118	5733.99249	5395.11809	5598.7812	5256.03954	5284.12349	5408.70381	5724.16373	7552.43292	7846.97396	7751.67271	6880.91689	7307.38826	7584.20567	7166.50194	7149.74727	7585.49863	6666.63701	7541.24888	6826.83122	7304.98425	7126.12392	6639.5191	7459.73179	7832.07632	7072.0134	7739.4916	7245.79244	6743.98413	7619.50385	7734.87439	7485.01111	7869.8202	7863.60341	7500.16249	7158.57614	7480.20888	7584.04248	6802.96275	7516.59331	6849.7796	7746.3617	7048.75443	7466.97112	7571.07465	6581.58658	6874.43709	7262.88675	7110.67282	6867.72792	7572.23077	7211.87552	7325.54066	6641.55089	7151.80431	7264.08572	6613.46546	7615.77434	7538.71983	7222.09861	7645.76686	6809.71059	6974.26977	7774.21551	7436.04309	7003.06566	7379.36447	7732.25326	7325.81769	6844.46128	7032.45166	7467.87695	6930.10143	6984.73878	6408.36618	7431.81491	8303.90688	8110.98263
3000	3300	5230.99202	6199.50319	7114.30357	5139.38506	6242.77173	5577.87521	6275.79743	7066.08724	5492.0581	4401.63254	6667.61845	6194.59313	6014.14839	4652.93405	5418.62362	6735.13477	7034.96096	6844.97734	5211.72327	5060.61936	7059.30354	5069.21953	6188.89595	5266.57205	5902.31202	7236.6241	5465.62505	5304.58095	6281.67792	6962.54238	5200.25407	5480.7249	4610.86168	8048.88766	5608.24309	6171.76045	6088.16625	7678.89477	5897.31973	5437.30765	5998.23022	5621.40829	5978.99491	5902.14791	5597.60785	5694.4502	6136.15911	5538.27984	5879.64556	5804.0184	5683.15473	5435.38745	5768.19805	5704.39875	5944.27729	5712.46116	5865.91289	5850.65116	5528.87592	5828.90476	5897.03836	5966.68929	5484.25057	6190.58418	5471.58255	5442.20676	5485.53459	5632.17461	5347.54904	5666.90051	5706.00837	5799.41037	5719.23745	5359.51239	5424.79451	5457.58885	5126.00697	5779.79946	5397.8716	5421.72126	5624.39434	5719.04533	5721.79053	5684.81989	5428.73059	5356.96002	5212.54589	5446.13912	5519.38224	5763.39515	5445.51025	5940.67661	5282.88412	5756.35128	5573.77665	5408.24356	5291.5162	5538.84324	5267.74311	5436.0876	5018.75725	5234.33485	4860.31286	4647.58122	5427.98457	5485.50127	6808.01126	7107.02277	7210.07478	6435.09612	7787.70085	7227.33461	6565.85255	7068.09325	7465.61449	6383.88753	7491.37766	6444.55286	7094.61037	6935.93753	6407.40047	7381.71898	7550.78747	6549.12152	7441.35714	6891.85725	6268.3778	7304.28307	7348.08417	7344.65773	7100.27194	7418.96765	7095.48272	6747.7591	7036.33471	7022.02597	6775.25829	5900.25576	6467.07393	7404.45735	6754.59783	6982.68918	7126.94486	6278.53313	7036.89037	6668.54063	6703.01187	6649.06321	6977.12857	6994.81219	7324.66431	6284.32234	6638.22986	6822.46321	5907.58443	7164.2223	7262.04739	7030.11287	7255.46544	6860.97558	6468.26359	6643.7211	7118.91522	6601.99074	7112.02318	7242.80542	7009.95217	6535.6203	6399.29463	6935.50261	6342.30994	6285.70766	6283.15062	7003.52018	8075.93608	7851.09224
3300	3600	4837.733	6022.44431	6689.08213	4841.89479	5823.31348	5597.63848	6160.07232	6860.39752	4420.40172	4304.45375	6220.76937	5822.91048	5689.85142	4091.02478	4771.4371	6337.58876	5435.65807	5714.31473	4955.82028	4766.1392	6716.40745	4692.15311	5480.46316	4849.1226	5698.49284	6699.49779	5499.45593	4453.05215	5654.41425	6549.67179	5551.08219	5351.62984	3834.45925	7270.28188	6239.31168	5654.97798	6462.24782	7363.72498	5167.06398	5611.88062	5755.06493	5341.27422	5320.03183	5699.84561	5290.49707	5564.30293	5792.52554	5194.86573	5333.99943	5440.31347	5377.49966	5182.91054	5237.02958	5771.09866	5426.02931	5317.35546	5428.58467	5516.14396	5282.60412	5601.87182	5438.82491	5751.58245	5317.17056	5774.91314	5142.60395	5144.34957	4879.004	5159.68401	4435.5667	5430.46465	4921.1052	5076.13782	5114.3622	4937.55138	4982.74424	5095.05857	4640.59701	5417.66205	5121.92662	5022.06282	5343.3559	5430.42406	5412.16711	5207.42355	5094.17918	4774.19841	5206.48279	5090.18669	4964.93566	5080.65357	5307.39307	5476.0015	4954.20371	5103.68612	5081.34721	5000.06161	5409.22718	5102.47183	4791.94935	5026.57642	4698.29115	4816.14884	4948.84779	4731.791	5279.45123	5252.76074	6035.61263	7133.85207	7162.78583	6122.11414	6641.33625	7104.92156	6491.8957	6633.45166	6875.56956	6053.7221	6909.64877	6090.60232	6529.92883	6464.41173	6113.0487	7201.67276	6594.83754	6778.17024	7142.91274	6530.07579	6272.84736	7416.62503	6776.22542	6886.69705	6713.96698	6957.22224	6672.4787	6260.37798	6477.69287	6742.20202	6000.79834	5730.79951	5553.17843	6827.53068	6595.00233	6514.54798	6566.51808	5743.28073	5639.57714	6638.2852	6349.55867	6370.13186	6602.51226	6382.93181	6887.97607	6041.8344	6083.75964	6463.84653	5889.27179	6675.77641	6693.15434	6469.6727	7028.33521	6248.75987	6125.47182	6395.31072	6555.20256	6087.90342	6573.68526	6662.34725	6479.76252	6107.12284	5874.14026	6526.84673	6421.73058	5893.59404	5734.84823	6509.6537	7564.75711	7397.52684
